event_key,conversation_title,referenced_by,reference_sources,roles,in_xlsx,in_export,text_agrees,observed_count,status,confidence,xlsx_text,export_text,relocation_candidates,note,evidence
DialogueNodeEvent:18:228,U2/DANI,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Looks like you found an island, Tera's pod is not on an island. Check your map to see if you can find an area of around 0 feet elevation north of Toppo's location along a river.","Looks like you found an island, Tera's pod is not on an island. Check your map to see if you can find an area of around 0 feet elevation north of Toppo's location along a river.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[18,228]=""Looks like you found an island, Tera's pod is not on an isla"" || export[18,228]=""Looks like you found an island, Tera's pod is not on an isla"""
DialogueNodeEvent:18:229,U2/DANI,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"You found an area of low elevation on this river’s eastern shore, but I don’t see Tera’s pod anywhere. Check your map to see if there’s another area of low elevation along this same shoreline. Maybe T","You found an area of low elevation on this river’s eastern shore, but I don’t see Tera’s pod anywhere. Check your map to see if there’s another area of low elevation along this same shoreline. Maybe T",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[18,229]='You found an area of low elevation on this river’s eastern s' || export[18,229]='You found an area of low elevation on this river’s eastern s'"
DialogueNodeEvent:18:230,U2/DANI,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Try to find Tera as soon as you can. Use your map to find a river nearby then look for an area with an elevation of around 0 feet on its eastern shore.,Try to find Tera as soon as you can. Use your map to find a river nearby then look for an area with an elevation of around 0 feet on its eastern shore.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[18,230]='Try to find Tera as soon as you can. Use your map to find a ' || export[18,230]='Try to find Tera as soon as you can. Use your map to find a '"
DialogueNodeEvent:18:233,U2/DANI,U2P3,grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Looks like you found a passage that cuts into a mountain but we’re looking for one that cuts all the way through to the other side. Check your map and see if you can find one.,Looks like you found a passage that cuts into a mountain but we’re looking for one that cuts all the way through to the other side. Check your map and see if you can find one.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[18,233]='Looks like you found a passage that cuts into a mountain but' || export[18,233]='Looks like you found a passage that cuts into a mountain but'"
DialogueNodeEvent:18:234,U2/DANI,U2P3,grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,I don’t see a steep mountain range over here anywhere. Open your map and see if you can find an area of even higher elevation that is surrounded by contour lines close together. Then you just need to ,I don’t see a steep mountain range over here anywhere. Open your map and see if you can find an area of even higher elevation that is surrounded by contour lines close together. Then you just need to ,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[18,234]='I don’t see a steep mountain range over here anywhere. Open ' || export[18,234]='I don’t see a steep mountain range over here anywhere. Open '"
DialogueNodeEvent:18:235,U2/DANI,U2P3,grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Looks like you found a small mountain, but Aryn crashed in a passage that runs through a mountain range. Look for a path that passes through several mountains joined together.","Looks like you found a small mountain, but Aryn crashed in a passage that runs through a mountain range. Look for a path that passes through several mountains joined together.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[18,235]='Looks like you found a small mountain, but Aryn crashed in a' || export[18,235]='Looks like you found a small mountain, but Aryn crashed in a'"
DialogueNodeEvent:18:236,U2/DANI,U2P3,grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Great, a mountain range! Let’s look for a passage like this somewhere on the map that cuts all the way through the mountains.","Great, a mountain range! Let’s look for a passage like this somewhere on the map that cuts all the way through the mountains.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[18,236]='Great, a mountain range! Let’s look for a passage like this ' || export[18,236]='Great, a mountain range! Let’s look for a passage like this '"
DialogueNodeEvent:18:237,U2/DANI,U2P3,grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Aryn might need our help. We should try to find him as soon as possible. Check your map and look for a mountain range with a passage that goes all the way through to the other side.,Aryn might need our help. We should try to find him as soon as possible. Check your map and look for a mountain range with a passage that goes all the way through to the other side.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[18,237]='Aryn might need our help. We should try to find him as soon ' || export[18,237]='Aryn might need our help. We should try to find him as soon '"
DialogueNodeEvent:18:284,U2/DANI,U2P6;U2P7,docs,U2P6:doc-end-marker;U2P7:doc-start-marker,True,True,,1,EXACT_MATCH,MEDIUM,,,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[18,284]='' || export[18,284]='' || observed x1, e.g. _id=6a960ef1485cab4c953db747 ts=2026-08-31T23:32:02.1230000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:19:46,U2/Anderson,U2P2,docs,,True,True,True,1,EXACT_MATCH,HIGH,You may now place your own waypoints on the map. These may assist you in navigating the world. [Click/Tap] and drag to move a waypoint from the glowing box to the map.Try placing a waypoint where you ,You may now place your own waypoints on the map. These may assist you in navigating the world. [Click/Tap] and drag to move a waypoint from the glowing box to the map.Try placing a waypoint where you ,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[19,46]='You may now place your own waypoints on the map. These may a' || export[19,46]='You may now place your own waypoints on the map. These may a' || observed x1, e.g. _id=6a960aa5485cab4c953dab47 ts=2026-08-31T23:13:41.5490000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:20:1,U2/Toppo,U2P2,docs,,True,True,True,1,EXACT_MATCH,HIGH,"Everyone MIA, no radio responses… where ARE they?","Everyone MIA, no radio responses… where ARE they?",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[20,1]='Everyone MIA, no radio responses… where ARE they?' || export[20,1]='Everyone MIA, no radio responses… where ARE they?' || observed x1, e.g. _id=6a960ad0485cab4c953dab97 ts=2026-08-31T23:14:25.0520000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:20:26,U2/Toppo,U2P2;U2P3,docs;grading,U2P2:Trigger / End;U2P2:doc-end-marker;U2P3:doc-start-marker,True,True,True,1,EXACT_MATCH,HIGH,Getting a call from Anderson. Patching her through.,Getting a call from Anderson. Patching her through.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[20,26]='Getting a call from Anderson. Patching her through.' || export[20,26]='Getting a call from Anderson. Patching her through.' || observed x1, e.g. _id=6a960af7485cab4c953dabcb ts=2026-08-31T23:15:03.7870000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:20:33,U2/Toppo,U2P3,docs;grading,U2P3:Start,True,True,True,1,EXACT_MATCH,HIGH,Go ahead and place a waypoint where you believe Tera may be.,Go ahead and place a waypoint where you believe Tera may be.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[20,33]='Go ahead and place a waypoint where you believe Tera may be.' || export[20,33]='Go ahead and place a waypoint where you believe Tera may be.' || observed x1, e.g. _id=6a960afb485cab4c953dabdd ts=2026-08-31T23:15:07.4580000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:20:43,U2/Toppo,U2P6,docs;grading,U2P6:Pass (correct choice),True,True,True,1,EXACT_MATCH,HIGH,Flow rate.,Flow rate.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[20,43]='Flow rate.' || export[20,43]='Flow rate.' || observed x1, e.g. _id=6a960efc485cab4c953db761 ts=2026-08-31T23:32:12.6930000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:20:44,U2/Toppo,U2P6,docs;grading,U2P6:Yellow (wrong choice),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Waterfall height.,Waterfall height.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[20,44]='Waterfall height.' || export[20,44]='Waterfall height.'"
DialogueNodeEvent:20:45,U2/Toppo,U2P6,docs;grading,U2P6:Yellow (wrong choice),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Salinity.,Salinity.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[20,45]='Salinity.' || export[20,45]='Salinity.'"
DialogueNodeEvent:20:46,U2/Toppo,U2P6;U2P7,grading,U2P6:Trigger (End),True,True,True,1,EXACT_MATCH,HIGH,"Okay, let’s put your thinking to the test using DANI’s argumentation system. You’ll use the claims and evidence you’ve collected to make an argument.\r\r","Okay, let’s put your thinking to the test using DANI’s argumentation system. You’ll use the claims and evidence you’ve collected to make an argument.\r\r",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[20,46]='Okay, let’s put your thinking to the test using DANI’s argum' || export[20,46]='Okay, let’s put your thinking to the test using DANI’s argum' || observed x1, e.g. _id=6a960efd485cab4c953db765 ts=2026-08-31T23:32:13.4100000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:20:74,U2/Toppo,U2P7,docs,U2P7:doc-end-marker,True,True,True,1,EXACT_MATCH,HIGH,"Thank you, Captain!","Thank you, Captain!",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[20,74]='Thank you, Captain!' || export[20,74]='Thank you, Captain!' || observed x1, e.g. _id=6a960f21485cab4c953db7e5 ts=2026-08-31T23:32:49.3770000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:20:75,U2/Toppo,U2P7,docs,U2P7:doc-end-marker,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,I’ll be waiting for the next promotion!,I’ll be waiting for the next promotion!,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[20,75]='I’ll be waiting for the next promotion!' || export[20,75]='I’ll be waiting for the next promotion!'"
DialogueNodeEvent:21:1,U2/Tera,U2P3,docs,,True,True,True,1,EXACT_MATCH,HIGH,"Hey, TK! Thanks for stopping by. What’s up?","Hey, TK! Thanks for stopping by. What’s up?",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[21,1]='Hey, TK! Thanks for stopping by. What’s up?' || export[21,1]='Hey, TK! Thanks for stopping by. What’s up?' || observed x1, e.g. _id=6a960b2b485cab4c953dac5b ts=2026-08-31T23:15:55.7460000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:21:15,U2/Tera,U2P3,docs,,True,True,True,1,EXACT_MATCH,HIGH,"Please open your map, TK.","Please open your map, TK.",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[21,15]='Please open your map, TK.' || export[21,15]='Please open your map, TK.' || observed x1, e.g. _id=6a960b34485cab4c953dac83 ts=2026-08-31T23:16:04.8520000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:22:1,U2/Aryn,U2P3,docs;grading,U2P3:End (analytics),True,True,True,1,EXACT_MATCH,HIGH,"Oh, thank goodness!","Oh, thank goodness!",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[22,1]='Oh, thank goodness!' || export[22,1]='Oh, thank goodness!' || observed x1, e.g. _id=6a960b81485cab4c953dad13 ts=2026-08-31T23:17:21.5360000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:22:18,U2/Aryn,U2P3;U2P4,docs;grading,U2P3:Trigger;U2P3:doc-end-marker;U2P4:doc-start-marker,True,True,True,1,EXACT_MATCH,HIGH,We have located all crewmembers except for Jasper. Calling Anderson and Toppo now.,We have located all crewmembers except for Jasper. Calling Anderson and Toppo now.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[22,18]='We have located all crewmembers except for Jasper. Calling A' || export[22,18]='We have located all crewmembers except for Jasper. Calling A' || observed x1, e.g. _id=6a960b95485cab4c953dad5f ts=2026-08-31T23:17:41.5280000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:23:17,U2/Jasper,U2P4;U2P5,docs;grading,U2P4:Trigger;U2P4:doc-end-marker;U2P5:doc-start-marker,True,True,True,1,EXACT_MATCH,HIGH,"Looks like you found Jasper. Good work, deputy.","Looks like you found Jasper. Good work, deputy. ",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[23,17]='Looks like you found Jasper. Good work, deputy.' || export[23,17]='Looks like you found Jasper. Good work, deputy. ' || observed x1, e.g. _id=6a960cc9485cab4c953db2c5 ts=2026-08-31T23:22:50.1420000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:23:42,U2/Jasper,U2P5;U2P6,docs;grading,U2P5:Trigger;U2P5:doc-end-marker;U2P6:Trigger (Start);U2P6:doc-start-marker,True,True,True,1,EXACT_MATCH,HIGH,{{PLACEHOLDER - LAUNCH DRONE}},{{PLACEHOLDER - LAUNCH DRONE}},,ID exists in current dialogue DB and fired in this playthrough,"xlsx[23,42]='{{PLACEHOLDER - LAUNCH DRONE}}' || export[23,42]='{{PLACEHOLDER - LAUNCH DRONE}}' || observed x1, e.g. _id=6a960e5e485cab4c953db609 ts=2026-08-31T23:29:34.3340000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:26:137,U2/Classifier Feedback,U2P5,docs;grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Too bad! That was the claim. Stating that the water from the East well is cleaner was the claim because it answers the driving question of which well is cleaner.,Too bad! That was the claim. Stating that the water from the East well is cleaner was the claim because it answers the driving question of which well is cleaner.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,137]='Too bad! That was the claim. Stating that the water from the' || export[26,137]='Too bad! That was the claim. Stating that the water from the'"
DialogueNodeEvent:26:140,U2/Classifier Feedback,U2P5,docs;grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Nice Job! That was the claim. Stating that the water from the East well is cleaner is the claim because it answers the driving question of which well is cleaner.,Nice Job! That was the claim. Stating that the water from the East well is cleaner is the claim because it answers the driving question of which well is cleaner.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,140]='Nice Job! That was the claim. Stating that the water from th' || export[26,140]='Nice Job! That was the claim. Stating that the water from th'"
DialogueNodeEvent:26:142,U2/Classifier Feedback,U2P5,grading,,True,True,True,1,EXACT_MATCH,HIGH,Great! That was reasoning. Water moving through more soil makes it cleaner is reasoning because it is an accurate statement that explains why the evidence supports the claim.,Great! That was reasoning. Water moving through more soil makes it cleaner is reasoning because it is an accurate statement that explains why the evidence supports the claim.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[26,142]='Great! That was reasoning. Water moving through more soil ma' || export[26,142]='Great! That was reasoning. Water moving through more soil ma' || observed x1, e.g. _id=6a960dae485cab4c953db525 ts=2026-08-31T23:26:38.3840000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:26:143,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Nice Job! That was evidence. The depth of the wells are information that was collected from the environment.,Nice Job! That was evidence. The depth of the wells are information that was collected from the environment.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,143]='Nice Job! That was evidence. The depth of the wells are info' || export[26,143]='Nice Job! That was evidence. The depth of the wells are info'"
DialogueNodeEvent:26:144,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was reasoning. Water moving through more soil makes it cleaner is reasoning because it is an accurate statement that explains why the evidence supports the claim.,Oh no! That was reasoning. Water moving through more soil makes it cleaner is reasoning because it is an accurate statement that explains why the evidence supports the claim.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,144]='Oh no! That was reasoning. Water moving through more soil ma' || export[26,144]='Oh no! That was reasoning. Water moving through more soil ma'"
DialogueNodeEvent:26:145,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was evidence. The depth of the wells are information that was collected from the environment.,Oh no! That was evidence. The depth of the wells are information that was collected from the environment.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,145]='Oh no! That was evidence. The depth of the wells are informa' || export[26,145]='Oh no! That was evidence. The depth of the wells are informa'"
DialogueNodeEvent:26:146,U2/Classifier Feedback,U2P5,grading,,True,True,True,1,EXACT_MATCH,HIGH,Nice Job! That was the claim. Stating that water will evaporate quicker from oceans is the claim because it answers the driving question about where evaporation occurs faster.,Nice Job! That was the claim. Stating that water will evaporate quicker from oceans is the claim because it answers the driving question about where evaporation occurs faster.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[26,146]='Nice Job! That was the claim. Stating that water will evapor' || export[26,146]='Nice Job! That was the claim. Stating that water will evapor' || observed x1, e.g. _id=6a960df4485cab4c953db565 ts=2026-08-31T23:27:48.6330000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:26:147,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Great! That was reasoning. The statement that more surface area allows for more evaporation is reasoning because it accurately explains why the evidence supports the claim.\r,Great! That was reasoning. The statement that more surface area allows for more evaporation is reasoning because it accurately explains why the evidence supports the claim.\r,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,147]='Great! That was reasoning. The statement that more surface a' || export[26,147]='Great! That was reasoning. The statement that more surface a'"
DialogueNodeEvent:26:148,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Nice Job! That was evidence. The surface area data was collected from the environment.,Nice Job! That was evidence. The surface area data was collected from the environment.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,148]='Nice Job! That was evidence. The surface area data was colle' || export[26,148]='Nice Job! That was evidence. The surface area data was colle'"
DialogueNodeEvent:26:165,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Nice Job! That was the claim. Stating that the water that fills the pool comes from the air is the claim because it answers the driving question about where the water comes from.,Nice Job! That was the claim. Stating that the water that fills the pool comes from the air is the claim because it answers the driving question about where the water comes from.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,165]='Nice Job! That was the claim. Stating that the water that fi' || export[26,165]='Nice Job! That was the claim. Stating that the water that fi'"
